Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
131.961041,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125700,2532,29268,9268,OK
131.961041,DollarsPlusPlus_1,Tick,568,665,-97,97,125900,125700,-14255,-36845,-56245,OK
132.237964,RenTech_1,Tick,125,160,-35,35,126200,125700,-2476,68576,59791,OK
132.237964,hbxql_114514,Tick,271,371,-100,100,126200,125700,-5654,196154,171054,OK
132.237964,ZenlikeTrading_428586,Tick,400,446,-46,46,126200,125700,9935,90165,78619,OK
132.237964,Himalayas_748297,Tick,253,348,-95,95,126200,125700,8397,-33797,-57642,OK
132.237964,Quicker_1024,Tick,1101,1115,-14,14,126200,125700,9455,-120655,-124169,OK
132.237964,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126200,125700,2532,29268,4168,OK
132.237964,DollarsPlusPlus_1,Tick,568,665,-97,97,126200,125700,-14255,-36845,-61192,OK
132.496821,RenTech_1,Tick,125,160,-35,35,126200,125700,-2476,68576,59791,OK
132.496821,hbxql_114514,Tick,271,371,-100,100,126200,125700,-5654,196154,171054,OK
132.496821,ZenlikeTrading_428586,Tick,400,446,-46,46,126200,125700,9935,90165,78619,OK
132.496821,Himalayas_748297,Tick,253,350,-97,97,126200,125700,8447,-33247,-57594,OK
132.496821,Quicker_1024,Tick,1101,1125,-24,24,126200,125700,9707,-117907,-123931,OK
132.496821,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126200,125700,2532,29268,4168,OK
132.496821,DollarsPlusPlus_1,Tick,568,665,-97,97,126200,125700,-14255,-36845,-61192,OK
132.741475,RenTech_1,Tick,125,160,-35,35,125900,125700,-2476,68576,61576,OK
132.741475,hbxql_114514,Tick,271,371,-100,100,125900,125700,-5654,196154,176154,OK
132.741475,ZenlikeTrading_428586,Tick,400,448,-48,48,125900,125700,9985,90915,81315,OK
132.741475,Himalayas_748297,Tick,255,350,-95,95,125900,125700,8422,-33422,-52422,OK
132.741475,Quicker_1024,Tick,1111,1125,-14,14,125900,125700,9581,-119781,-122581,OK
132.741475,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125700,2532,29268,9268,OK
132.741475,DollarsPlusPlus_1,Tick,568,665,-97,97,125900,125700,-14255,-36845,-56245,OK
133.021686,RenTech_1,Tick,135,160,-25,25,125700,125700,-2602,69702,69702,OK
133.021686,hbxql_114514,Tick,271,371,-100,100,125700,125700,-5654,196154,196154,OK
133.021686,ZenlikeTrading_428586,Tick,410,448,-38,38,125700,125700,10237,90663,90663,OK
133.021686,Himalayas_748297,Tick,257,350,-93,93,125700,125700,8397,-33397,-33397,OK
133.021686,Quicker_1024,Tick,1121,1125,-4,4,125700,125700,9719,-120519,-120519,OK
133.021686,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125700,125700,2532,29268,29268,OK
133.021686,DollarsPlusPlus_1,Tick,588,665,-77,77,125700,125700,-14507,-34593,-34593,OK
133.212259,RenTech_1,Tick,135,160,-25,25,125700,125700,-2602,69702,69702,OK
133.212259,hbxql_114514,Tick,271,371,-100,100,125700,125700,-5654,196154,196154,OK
133.212259,ZenlikeTrading_428586,Tick,410,448,-38,38,125700,125700,10237,90663,90663,OK
133.212259,Himalayas_748297,Tick,257,350,-93,93,125700,125700,8397,-33397,-33397,OK
133.212259,Quicker_1024,Tick,1121,1125,-4,4,125700,125700,9719,-120519,-120519,OK
133.212259,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125700,125700,2532,29268,29268,OK
133.212259,DollarsPlusPlus_1,Tick,588,665,-77,77,125700,125700,-14507,-34593,-34593,OK
133.491549,RenTech_1,Tick,135,160,-25,25,126000,125700,-2602,69702,63427,OK
133.491549,hbxql_114514,Tick,271,371,-100,100,126000,125700,-5654,196154,171054,OK
133.491549,ZenlikeTrading_428586,Tick,410,448,-38,38,126000,125700,10237,90663,81125,OK
133.491549,Himalayas_748297,Tick,257,351,-94,94,126000,125700,8422,-33422,-57016,OK
133.491549,Quicker_1024,Tick,1122,1125,-3,3,126000,125700,9706,-120606,-121359,OK
133.491549,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,125700,2532,29268,4168,OK
133.491549,DollarsPlusPlus_1,Tick,588,665,-77,77,126000,125700,-14507,-34593,-53920,OK
133.753369,RenTech_1,Tick,135,160,-25,25,126000,125700,-2602,69702,63427,OK
133.753369,hbxql_114514,Tick,271,371,-100,100,126000,125700,-5654,196154,171054,OK
133.753369,ZenlikeTrading_428586,Tick,410,448,-38,38,126000,125700,10237,90663,81125,OK
133.753369,Himalayas_748297,Tick,259,352,-93,93,126000,125700,8497,-33897,-57240,OK
133.753369,Quicker_1024,Tick,1123,1125,-2,2,126000,125700,9693,-120693,-121195,OK
133.753369,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,125700,2532,29268,4168,OK
133.753369,DollarsPlusPlus_1,Tick,588,667,-79,79,126000,125700,-14532,-34368,-54197,OK
134.040276,RenTech_1,Tick,135,160,-25,25,126100,125700,-2602,69702,63427,OK
134.040276,hbxql_114514,Tick,271,371,-100,100,126100,125700,-5654,196154,171054,OK
134.040276,ZenlikeTrading_428586,Tick,410,448,-38,38,126100,125700,10237,90663,81125,OK
134.040276,Himalayas_748297,Tick,261,352,-91,91,126100,125700,8547,-34147,-56988,OK
134.040276,Quicker_1024,Tick,1133,1125,8,-8,126100,125700,9945,-121945,-119937,OK
134.040276,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,125700,2532,29268,4168,OK
134.040276,DollarsPlusPlus_1,Tick,588,679,-91,91,126100,125700,-14683,-34217,-57058,OK
134.227814,RenTech_1,Tick,135,160,-25,25,126100,125700,-2602,69702,63427,OK
134.227814,hbxql_114514,Tick,271,371,-100,100,126100,125700,-5654,196154,171054,OK
134.227814,ZenlikeTrading_428586,Tick,417,448,-31,31,126100,125700,10413,90587,82806,OK
134.227814,Himalayas_748297,Tick,261,353,-92,92,126100,125700,8534,-34334,-57426,OK
134.227814,Quicker_1024,Tick,1133,1125,8,-8,126100,125700,9945,-121945,-119937,OK
134.227814,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,125700,2532,29268,4168,OK
134.227814,DollarsPlusPlus_1,Tick,588,685,-97,97,126100,125700,-14759,-34741,-59088,OK
134.47401,RenTech_1,Tick,135,160,-25,25,126100,126100,-2602,69702,69702,OK
134.47401,hbxql_114514,Tick,271,371,-100,100,126100,126100,-5654,196154,196154,OK
134.47401,ZenlikeTrading_428586,Tick,418,449,-31,31,126100,126100,10387,90613,90613,OK
134.47401,Himalayas_748297,Tick,262,354,-92,92,126100,126100,8584,-34584,-34584,OK
134.47401,Quicker_1024,Tick,1133,1125,8,-8,126100,126100,9945,-121945,-121945,OK
134.47401,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,126100,2532,29268,29268,OK
134.47401,DollarsPlusPlus_1,Tick,588,685,-97,97,126100,126100,-14759,-34741,-34741,OK
134.739975,RenTech_1,Tick,135,160,-25,25,126100,126100,-2602,69702,69702,OK
134.739975,hbxql_114514,Tick,271,371,-100,100,126100,126100,-5654,196154,196154,OK
134.739975,ZenlikeTrading_428586,Tick,420,450,-30,30,126100,126100,10349,90451,90451,OK
134.739975,Himalayas_748297,Tick,263,356,-93,93,126100,126100,8659,-35059,-35059,OK
134.739975,Quicker_1024,Tick,1133,1125,8,-8,126100,126100,9945,-121945,-121945,OK
134.739975,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,126100,2532,29268,29268,OK
134.739975,DollarsPlusPlus_1,Tick,588,685,-97,97,126100,126100,-14759,-34741,-34741,OK
135.034155,RenTech_1,Tick,135,160,-25,25,126200,126100,-2602,69702,67202,OK
135.034155,hbxql_114514,Tick,271,371,-100,100,126200,126100,-5654,196154,186154,OK
135.034155,ZenlikeTrading_428586,Tick,420,452,-32,32,126200,126100,10324,90476,87276,OK
135.034155,Himalayas_748297,Tick,263,356,-93,93,126200,126100,8659,-35059,-44359,OK
135.034155,Quicker_1024,Tick,1133,1125,8,-8,126200,126100,9945,-121945,-121145,OK
135.034155,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126200,126100,2532,29268,19268,OK
135.034155,DollarsPlusPlus_1,Tick,588,685,-97,97,126200,126100,-14759,-34741,-44441,OK
135.216202,RenTech_1,Tick,135,160,-25,25,126000,126200,-2602,69702,74702,OK
135.216202,hbxql_114514,Tick,271,371,-100,100,126000,126200,-5654,196154,216154,OK
135.216202,ZenlikeTrading_428586,Tick,420,452,-32,32,126000,126200,10324,90476,96876,OK
135.216202,Himalayas_748297,Tick,263,358,-95,95,126000,126200,8709,-35509,-16509,OK
135.216202,Quicker_1024,Tick,1135,1125,10,-10,126000,126200,9920,-121920,-123920,OK
135.216202,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,126200,2532,29268,49268,OK
135.216202,DollarsPlusPlus_1,Tick,588,685,-97,97,126000,126200,-14759,-34741,-15341,OK
135.519823,RenTech_1,Tick,135,160,-25,25,126000,126000,-2602,69702,69702,OK
135.519823,hbxql_114514,Tick,271,371,-100,100,126000,126000,-5654,196154,196154,OK
135.519823,ZenlikeTrading_428586,Tick,420,452,-32,32,126000,126000,10324,90476,90476,OK
135.519823,Himalayas_748297,Tick,263,358,-95,95,126000,126000,8709,-35509,-35509,OK
135.519823,Quicker_1024,Tick,1135,1125,10,-10,126000,126000,9920,-121920,-121920,OK
135.519823,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,126000,2532,29268,29268,OK
135.519823,DollarsPlusPlus_1,Tick,588,685,-97,97,126000,126000,-14759,-34741,-34741,OK
135.778296,RenTech_1,Tick,135,160,-25,25,126000,126000,-2602,69702,69702,OK
135.778296,hbxql_114514,Tick,271,371,-100,100,126000,126000,-5654,196154,196154,OK
135.778296,ZenlikeTrading_428586,Tick,420,452,-32,32,126000,126000,10324,90476,90476,OK
135.778296,Himalayas_748297,Tick,265,358,-93,93,126000,126000,8684,-35884,-35884,OK
135.778296,Quicker_1024,Tick,1135,1135,0,0,126000,126000,10172,-122972,-122972,OK
135.778296,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,126000,2532,29268,29268,OK
135.778296,DollarsPlusPlus_1,Tick,596,685,-89,89,126000,126000,-14860,-35440,-35440,OK
135.996423,RenTech_1,Tick,135,160,-25,25,126000,126000,-2602,69702,69702,OK
135.996423,hbxql_114514,Tick,271,371,-100,100,126000,126000,-5654,196154,196154,OK
135.996423,ZenlikeTrading_428586,Tick,420,452,-32,32,126000,126000,10324,90476,90476,OK
135.996423,Himalayas_748297,Tick,265,360,-95,95,126000,126000,8734,-36334,-36334,OK
135.996423,Quicker_1024,Tick,1135,1135,0,0,126000,126000,10172,-122972,-122972,OK
135.996423,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126000,126000,2532,29268,29268,OK
135.996423,DollarsPlusPlus_1,Tick,598,685,-87,87,126000,126000,-14885,-35415,-35415,OK
136.267129,RenTech_1,Tick,135,160,-25,25,126100,126000,-2602,69702,67202,OK
136.267129,hbxql_114514,Tick,271,371,-100,100,126100,126000,-5654,196154,186154,OK
136.267129,ZenlikeTrading_428586,Tick,420,462,-42,42,126100,126000,10576,91224,87024,OK
136.267129,Himalayas_748297,Tick,265,362,-97,97,126100,126000,8709,-35909,-45609,OK
136.267129,Quicker_1024,Tick,1135,1145,-10,10,126100,126000,10197,-122397,-123397,OK
136.267129,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,126000,2532,29268,19268,OK
136.267129,DollarsPlusPlus_1,Tick,608,697,-89,89,126100,126000,-15162,-34538,-43438,OK
136.501084,RenTech_1,Tick,135,160,-25,25,126100,126000,-2602,69702,67202,OK
136.501084,hbxql_114514,Tick,271,371,-100,100,126100,126000,-5654,196154,186154,OK
136.501084,ZenlikeTrading_428586,Tick,420,462,-42,42,126100,126000,10576,91224,87024,OK
136.501084,Himalayas_748297,Tick,265,362,-97,97,126100,126000,8709,-35909,-45609,OK
136.501084,Quicker_1024,Tick,1135,1145,-10,10,126100,126000,10197,-122397,-123397,OK
136.501084,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,126000,2532,29268,19268,OK
136.501084,DollarsPlusPlus_1,Tick,608,697,-89,89,126100,126000,-15162,-34538,-43438,OK
136.716737,RenTech_1,Tick,135,160,-25,25,125800,126000,-2602,69702,74702,OK
136.716737,hbxql_114514,Tick,271,371,-100,100,125800,126000,-5654,196154,216154,OK
136.716737,ZenlikeTrading_428586,Tick,420,462,-42,42,125800,126000,10576,91224,99624,OK
136.716737,Himalayas_748297,Tick,267,362,-95,95,125800,126000,8684,-36484,-17484,OK
136.716737,Quicker_1024,Tick,1135,1147,-12,12,125800,126000,10247,-122247,-119847,OK
136.716737,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125800,126000,2532,29268,49268,OK
136.716737,DollarsPlusPlus_1,Tick,608,697,-89,89,125800,126000,-15162,-34538,-16738,OK
136.962246,RenTech_1,Tick,135,160,-25,25,125600,126000,-2602,69702,76002,OK
136.962246,hbxql_114514,Tick,271,371,-100,100,125600,126000,-5654,196154,221354,OK
136.962246,ZenlikeTrading_428586,Tick,420,462,-42,42,125600,126000,10576,91224,101808,OK
136.962246,Himalayas_748297,Tick,269,363,-94,94,125600,126000,8646,-36846,-13158,OK
136.962246,Quicker_1024,Tick,1145,1147,-2,2,125600,126000,10159,-124159,-123655,OK
136.962246,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,126000,2532,29268,54468,OK
136.962246,DollarsPlusPlus_1,Tick,608,697,-89,89,125600,126000,-15162,-34538,-12110,OK
137.205496,RenTech_1,Tick,135,167,-32,32,126100,125600,-2690,72590,64558,OK
137.205496,hbxql_114514,Tick,271,371,-100,100,126100,125600,-5654,196154,171054,OK
137.205496,ZenlikeTrading_428586,Tick,420,462,-42,42,126100,125600,10576,91224,80682,OK
137.205496,Himalayas_748297,Tick,269,365,-96,96,126100,125600,8658,-36758,-60854,OK
137.205496,Quicker_1024,Tick,1146,1157,-11,11,126100,125600,10020,-123120,-125881,OK
137.205496,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126100,125600,2532,29268,4168,OK
137.205496,DollarsPlusPlus_1,Tick,608,708,-100,100,126100,125600,-15300,-32200,-57300,OK
137.464095,RenTech_1,Tick,135,167,-32,32,126200,125600,-2690,72590,64558,OK
137.464095,hbxql_114514,Tick,271,371,-100,100,126200,125600,-5654,196154,171054,OK
137.464095,ZenlikeTrading_428586,Tick,420,462,-42,42,126200,125600,10576,91224,80682,OK
137.464095,Himalayas_748297,Tick,269,367,-98,98,126200,125600,8633,-36133,-60731,OK
137.464095,Quicker_1024,Tick,1146,1167,-21,21,126200,125600,9894,-120994,-126265,OK
137.464095,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126200,125600,2532,29268,4168,OK
137.464095,DollarsPlusPlus_1,Tick,608,708,-100,100,126200,125600,-15300,-32200,-57300,OK
137.777215,RenTech_1,Tick,135,167,-32,32,125600,125600,-2690,72590,72590,OK
137.777215,hbxql_114514,Tick,271,371,-100,100,125600,125600,-5654,196154,196154,OK
137.777215,ZenlikeTrading_428586,Tick,420,472,-52,52,125600,125600,10828,93972,93972,OK
137.777215,Himalayas_748297,Tick,271,367,-96,96,125600,125600,8608,-36508,-36508,OK
137.777215,Quicker_1024,Tick,1156,1170,-14,14,125600,125600,9844,-124044,-124044,OK
137.777215,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,125600,2532,29268,29268,OK
137.777215,DollarsPlusPlus_1,Tick,608,708,-100,100,125600,125600,-15300,-32200,-32200,OK
137.956471,RenTech_1,Tick,135,167,-32,32,125600,125600,-2690,72590,72590,OK
137.956471,hbxql_114514,Tick,271,371,-100,100,125600,125600,-5654,196154,196154,OK
137.956471,ZenlikeTrading_428586,Tick,420,472,-52,52,125600,125600,10828,93972,93972,OK
137.956471,Himalayas_748297,Tick,271,367,-96,96,125600,125600,8608,-36508,-36508,OK
137.956471,Quicker_1024,Tick,1156,1170,-14,14,125600,125600,9844,-124044,-124044,OK
137.956471,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,125600,2532,29268,29268,OK
137.956471,DollarsPlusPlus_1,Tick,608,708,-100,100,125600,125600,-15300,-32200,-32200,OK
138.263168,RenTech_1,Tick,135,167,-32,32,125600,125600,-2690,72590,72590,OK
138.263168,hbxql_114514,Tick,271,371,-100,100,125600,125600,-5654,196154,196154,OK
138.263168,ZenlikeTrading_428586,Tick,420,472,-52,52,125600,125600,10828,93972,93972,OK
138.263168,Himalayas_748297,Tick,271,367,-96,96,125600,125600,8608,-36508,-36508,OK
138.263168,Quicker_1024,Tick,1156,1170,-14,14,125600,125600,9844,-124044,-124044,OK
138.263168,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,125600,2532,29268,29268,OK
138.263168,DollarsPlusPlus_1,Tick,608,708,-100,100,125600,125600,-15300,-32200,-32200,OK
138.510261,RenTech_1,Tick,135,167,-32,32,125600,125600,-2690,72590,72590,OK
138.510261,hbxql_114514,Tick,271,371,-100,100,125600,125600,-5654,196154,196154,OK
138.510261,ZenlikeTrading_428586,Tick,420,472,-52,52,125600,125600,10828,93972,93972,OK
138.510261,Himalayas_748297,Tick,271,367,-96,96,125600,125600,8608,-36508,-36508,OK
138.510261,Quicker_1024,Tick,1156,1170,-14,14,125600,125600,9844,-124044,-124044,OK
138.510261,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,125600,2532,29268,29268,OK
138.510261,DollarsPlusPlus_1,Tick,608,708,-100,100,125600,125600,-15300,-32200,-32200,OK
138.718618,RenTech_1,Tick,135,167,-32,32,125900,125600,-2690,72590,64558,OK
138.718618,hbxql_114514,Tick,271,371,-100,100,125900,125600,-5654,196154,171054,OK
138.718618,ZenlikeTrading_428586,Tick,420,474,-54,54,125900,125600,10878,94322,80768,OK
138.718618,Himalayas_748297,Tick,273,367,-94,94,125900,125600,8583,-37083,-60677,OK
138.718618,Quicker_1024,Tick,1156,1170,-14,14,125900,125600,9844,-124044,-127558,OK
138.718618,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125600,2532,29268,4168,OK
138.718618,DollarsPlusPlus_1,Tick,608,708,-100,100,125900,125600,-15300,-32200,-57300,OK
138.96351,RenTech_1,Tick,135,167,-32,32,125800,125600,-2690,72590,66190,OK
138.96351,hbxql_114514,Tick,271,371,-100,100,125800,125600,-5654,196154,176154,OK
138.96351,ZenlikeTrading_428586,Tick,420,474,-54,54,125800,125600,10878,94322,83522,OK
138.96351,Himalayas_748297,Tick,273,368,-95,95,125800,125600,8608,-37008,-56008,OK
138.96351,Quicker_1024,Tick,1157,1170,-13,13,125800,125600,9831,-124231,-126831,OK
138.96351,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125800,125600,2532,29268,9268,OK
138.96351,DollarsPlusPlus_1,Tick,608,708,-100,100,125800,125600,-15300,-32200,-52200,OK
139.251202,RenTech_1,Tick,135,167,-32,32,125800,125600,-2690,72590,66190,OK
139.251202,hbxql_114514,Tick,271,371,-100,100,125800,125600,-5654,196154,176154,OK
139.251202,ZenlikeTrading_428586,Tick,420,474,-54,54,125800,125600,10878,94322,83522,OK
139.251202,Himalayas_748297,Tick,273,369,-96,96,125800,125600,8633,-37133,-56333,OK
139.251202,Quicker_1024,Tick,1158,1170,-12,12,125800,125600,9818,-124218,-126618,OK
139.251202,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125800,125600,2532,29268,9268,OK
139.251202,DollarsPlusPlus_1,Tick,608,708,-100,100,125800,125600,-15300,-32200,-52200,OK
139.484182,RenTech_1,Tick,135,177,-42,42,126400,125600,-2816,77716,67174,OK
139.484182,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
139.484182,ZenlikeTrading_428586,Tick,420,482,-62,62,126400,125600,10777,94423,78861,OK
139.484182,Himalayas_748297,Tick,273,369,-96,96,126400,125600,8633,-37133,-61229,OK
139.484182,Quicker_1024,Tick,1166,1180,-14,14,126400,125600,9893,-123893,-127407,OK
139.484182,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
139.484182,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
139.719441,RenTech_1,Tick,135,177,-42,42,126400,125600,-2816,77716,67174,OK
139.719441,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
139.719441,ZenlikeTrading_428586,Tick,420,482,-62,62,126400,125600,10777,94423,78861,OK
139.719441,Himalayas_748297,Tick,273,369,-96,96,126400,125600,8633,-37133,-61229,OK
139.719441,Quicker_1024,Tick,1166,1180,-14,14,126400,125600,9893,-123893,-127407,OK
139.719441,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
139.719441,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
139.987582,RenTech_1,Tick,135,177,-42,42,126400,125600,-2816,77716,67174,OK
139.987582,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
139.987582,ZenlikeTrading_428586,Tick,420,482,-62,62,126400,125600,10777,94423,78861,OK
139.987582,Himalayas_748297,Tick,273,369,-96,96,126400,125600,8633,-37133,-61229,OK
139.987582,Quicker_1024,Tick,1166,1180,-14,14,126400,125600,9893,-123893,-127407,OK
139.987582,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
139.987582,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
140.262042,RenTech_1,Tick,135,177,-42,42,126400,125600,-2816,77716,67174,OK
140.262042,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
140.262042,ZenlikeTrading_428586,Tick,420,482,-62,62,126400,125600,10777,94423,78861,OK
140.262042,Himalayas_748297,Tick,273,369,-96,96,126400,125600,8633,-37133,-61229,OK
140.262042,Quicker_1024,Tick,1166,1180,-14,14,126400,125600,9893,-123893,-127407,OK
140.262042,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
140.262042,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
140.535299,RenTech_1,Tick,135,187,-52,52,126400,125600,-2942,82842,69790,OK
140.535299,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
140.535299,ZenlikeTrading_428586,Tick,430,492,-62,62,126400,125600,10525,99675,84113,OK
140.535299,Himalayas_748297,Tick,275,371,-96,96,126400,125600,8583,-37083,-61179,OK
140.535299,Quicker_1024,Tick,1176,1190,-14,14,126400,125600,9641,-123641,-127155,OK
140.535299,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
140.535299,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
140.751684,RenTech_1,Tick,135,187,-52,52,126400,125600,-2942,82842,69790,OK
140.751684,hbxql_114514,Tick,271,371,-100,100,126400,125600,-5654,196154,171054,OK
140.751684,ZenlikeTrading_428586,Tick,430,492,-62,62,126400,125600,10525,99675,84113,OK
140.751684,Himalayas_748297,Tick,275,371,-96,96,126400,125600,8583,-37083,-61179,OK
140.751684,Quicker_1024,Tick,1176,1190,-14,14,126400,125600,9641,-123641,-127155,OK
140.751684,Triumphal_Zephyr_112358,Tick,0,100,-100,100,126400,125600,2532,29268,4168,OK
140.751684,DollarsPlusPlus_1,Tick,608,708,-100,100,126400,125600,-15300,-32200,-57300,OK
141.046645,RenTech_1,Tick,135,187,-52,52,125600,125600,-2942,82842,82842,OK
141.046645,hbxql_114514,Tick,271,371,-100,100,125600,125600,-5654,196154,196154,OK
141.046645,ZenlikeTrading_428586,Tick,440,492,-52,52,125600,125600,10399,99801,99801,OK
141.046645,Himalayas_748297,Tick,277,371,-94,94,125600,125600,8558,-37058,-37058,OK
141.046645,Quicker_1024,Tick,1186,1190,-4,4,125600,125600,9515,-124515,-124515,OK
141.046645,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125600,125600,2532,29268,29268,OK
141.046645,DollarsPlusPlus_1,Tick,608,708,-100,100,125600,125600,-15300,-32200,-32200,OK
141.297213,RenTech_1,Tick,135,187,-52,52,125800,125600,-2942,82842,72442,OK
141.297213,hbxql_114514,Tick,271,371,-100,100,125800,125600,-5654,196154,176154,OK
141.297213,ZenlikeTrading_428586,Tick,440,492,-52,52,125800,125600,10399,99801,89401,OK
141.297213,Himalayas_748297,Tick,277,372,-95,95,125800,125600,8583,-37083,-56083,OK
141.297213,Quicker_1024,Tick,1187,1190,-3,3,125800,125600,9502,-124602,-125202,OK
141.297213,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125800,125600,2532,29268,9268,OK
141.297213,DollarsPlusPlus_1,Tick,608,708,-100,100,125800,125600,-15300,-32200,-52200,OK
141.503525,RenTech_1,Tick,135,187,-52,52,125900,125600,-2942,82842,69790,OK
141.503525,hbxql_114514,Tick,271,371,-100,100,125900,125600,-5654,196154,171054,OK
141.503525,ZenlikeTrading_428586,Tick,440,492,-52,52,125900,125600,10399,99801,86749,OK
141.503525,Himalayas_748297,Tick,277,373,-96,96,125900,125600,8608,-37108,-61204,OK
141.503525,Quicker_1024,Tick,1188,1190,-2,2,125900,125600,9489,-124689,-125191,OK
141.503525,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125600,2532,29268,4168,OK
141.503525,DollarsPlusPlus_1,Tick,608,708,-100,100,125900,125600,-15300,-32200,-57300,OK
141.759088,RenTech_1,Tick,135,187,-52,52,125900,125900,-2942,82842,82842,OK
141.759088,hbxql_114514,Tick,271,371,-100,100,125900,125900,-5654,196154,196154,OK
141.759088,ZenlikeTrading_428586,Tick,440,492,-52,52,125900,125900,10399,99801,99801,OK
141.759088,Himalayas_748297,Tick,277,373,-96,96,125900,125900,8608,-37108,-37108,OK
141.759088,Quicker_1024,Tick,1188,1190,-2,2,125900,125900,9489,-124689,-124689,OK
141.759088,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125900,2532,29268,29268,OK
141.759088,DollarsPlusPlus_1,Tick,608,708,-100,100,125900,125900,-15300,-32200,-32200,OK
142.033627,RenTech_1,Tick,135,187,-52,52,125900,125900,-2942,82842,82842,OK
142.033627,hbxql_114514,Tick,271,371,-100,100,125900,125900,-5654,196154,196154,OK
142.033627,ZenlikeTrading_428586,Tick,440,492,-52,52,125900,125900,10399,99801,99801,OK
142.033627,Himalayas_748297,Tick,277,373,-96,96,125900,125900,8608,-37108,-37108,OK
142.033627,Quicker_1024,Tick,1188,1190,-2,2,125900,125900,9489,-124689,-124689,OK
142.033627,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125900,2532,29268,29268,OK
142.033627,DollarsPlusPlus_1,Tick,608,708,-100,100,125900,125900,-15300,-32200,-32200,OK
142.209836,RenTech_1,Tick,135,187,-52,52,125900,125900,-2942,82842,82842,OK
142.209836,hbxql_114514,Tick,271,371,-100,100,125900,125900,-5654,196154,196154,OK
142.209836,ZenlikeTrading_428586,Tick,440,492,-52,52,125900,125900,10399,99801,99801,OK
142.209836,Himalayas_748297,Tick,277,373,-96,96,125900,125900,8608,-37108,-37108,OK
142.209836,Quicker_1024,Tick,1188,1190,-2,2,125900,125900,9489,-124689,-124689,OK
142.209836,Triumphal_Zephyr_112358,Tick,0,100,-100,100,125900,125900,2532,29268,29268,OK
142.209836,DollarsPlusPlus_1,Tick,608,708,-100,100,125900,125900,-15300,-32200,-32200,OK
142.451413,RenTech_1,Tick,135,187,-52,52,125900,125900,-2942,82842,82842,OK
